C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_43_489.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_43_489.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_43_489.jpg, 0, 0, 0, 7.803219E-05
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_43_590.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_43_590.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_43_590.jpg, 0, 0, 0, 7.78812E-05
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_43_691.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_43_691.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_43_691.jpg, 0, 0, 0, 7.897282E-05
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_43_794.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_43_794.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_43_794.jpg, 0, 0, 0, 7.891568E-05
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_43_896.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_43_896.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_43_896.jpg, 0, 0, 0, 7.807346E-05
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_43_997.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_43_997.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_43_997.jpg, 0, 0, 0, 7.86332E-05
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_44_098.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_44_098.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_44_098.jpg, 0, 0, 0, 7.855657E-05
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_44_199.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_44_199.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_44_199.jpg, 0, 0, 0, 7.828986E-05
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_44_300.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_44_300.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_44_300.jpg, 0, 0, 0, 7.817784E-05
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_44_404.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_44_404.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_44_404.jpg, 0, 0, 0, 7.819757E-05
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_44_506.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_44_506.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_44_506.jpg, 0, 0, 0, 7.808295E-05
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_44_608.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_44_608.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_44_608.jpg, 0, 0, 0, 7.814696E-05
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_44_710.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_44_710.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_44_710.jpg, 0, 0, 0, 7.820181E-05
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_44_814.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_44_814.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_44_814.jpg, 0, 0, 0, 7.786279E-05
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_44_919.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_44_919.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_44_919.jpg, 0, 0, 0, 7.814002E-05
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_45_021.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_45_021.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_45_021.jpg, 0, 0, 0, 8.079336E-05
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_45_124.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_45_124.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_45_124.jpg, 0, 0, 0, 7.786859E-05
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_45_226.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_45_226.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_45_226.jpg, 0, 0.2940675, 0, 0.2125463
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_45_330.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_45_330.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_45_330.jpg, 0, 0.5576088, 0, 0.6965937
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_45_435.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_45_435.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_45_435.jpg, 0, 0.2595408, 0, 1.15676
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_45_539.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_45_539.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_45_539.jpg, 0, 0, 0, 1.223477
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_45_643.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_45_643.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_45_643.jpg, 0, 0, 0, 1.211209
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_45_745.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_45_745.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_45_745.jpg, 0, 0, 0, 1.199063
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_45_845.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_45_845.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_45_845.jpg, 0, 0, 0, 1.18704
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_45_946.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_45_946.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_45_946.jpg, 0, 0, 0, 1.175138
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_46_048.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_46_048.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_46_048.jpg, 0, 0, 0, 1.163355
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_46_150.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_46_150.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_46_150.jpg, 0, 0, 0, 1.151691
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_46_255.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_46_255.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_46_255.jpg, 0, 0.269484, 0, 1.335384
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_46_354.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_46_354.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_46_354.jpg, 0, 0.3275286, 0, 1.742555
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_46_456.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_46_456.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_46_456.jpg, 0, 0.02853236, 0, 1.950658
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_46_560.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_46_560.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_46_560.jpg, 0, 0, 0, 1.910055
C:\Users\ehisd\Desktop\Data\IMG\center_2024_08_13_10_25_46_662.jpg, C:\Users\ehisd\Desktop\Data\IMG\left_2024_08_13_10_25_46_662.jpg, C:\Users\ehisd\Desktop\Data\IMG\right_2024_08_13_10_25_46_662.jpg, 0, 0, 0, 1.890897
